text,label
"Скоты и твари, на смс не отвечают, товара нет, срок истёк, спор открыть не дали, просто свиньи! Не заказывайте, чистый обман",TOXIC
"продавец задержал отправку товара, товар шел 2 месяца. Продавец никак не помогал. в итоге получил.Но качество ужасное, размер не соответствует, нитки торчат.Деньги возвращать не хочет.Мразь. Не покупайте у него ничего",TOXIC
"твари суки, товара нет, денег нет",TOXIC
товар ее пришел это мошенники. ..и деньги не вернули твари. ...,TOXIC
"Водолазка мало того что пришла рваная, так она ещё и дырявая. Ей теперь только полы мыть! Срочно верните деньги твари!!!!!!",TOXIC
"суки твари, мой заказ не пришел, деньги не вернули",TOXIC
товара нет денег нет! продавец вообще ужасный! алиэкспрес тоже твари! деньги не вернули!,TOXIC
"Прислал сука брак !!! Я открыа спор продавец просил закрой спор а я тебе скидку на след покупку сделаю ! Итог : обещает но делает я пишу ему он говорит да ) , а сам нихера ) в это время так как спор закрыт ) ни денег не скидки и бракованная футболка )) пишу ему он говорит ::ну все уже проехали ) мудила короче а майка если бы без брака то норм !не рекомендую не продавца ни чего что с ним связано )",TOXIC
"Девочки, куртка говно и продавец говно. Не ведитесь на эти отзывы. Куртка очень тонкая, очень неудобный замок, воротник ещё хуже. В магазине я б такую в жизни не купила. Ткань как подклад. Рукава на скелета какого-то. На футболку если только носить, без шарфа и  тёплой осенью. Не зима уж точно. Продавец пиздабол конченый. Кинул сука меня. Уговорил купить размер М - но куртка на очень худенькую девочку с толстой жопой. Я отправила куртку назад на склад в Москве. Месяц этот урод мурыжил меня. Не высылал ни денег ни другой куртки. Кое как он вернул мне деньги - меньше на 500 руб. Я тут заебала всех на Али - писала во все помощи чтобы он вообще мне что-то вернул. Не берите эту херню!!!!!",TOXIC
"Продавец мудак!!!! Во-первых отправил не тот товар, отказался возмещать деньги!!!  Спор в итоге я проиграла!!! Продавец тварь!!! Желаю ему сдохнуть за эту тысячу на которую он меня наебал!!! Вообще таких не порядочных продавцов мне вообще никогда не порождались на алиэкспресс!!!! Мудачило китайское!!! Сучело наебщик! ",TOXIC
"Заказала в августе, когда почти подошел срок - продлили еще на месяц, а потом еще на 2 месяца. Заказа так и не дождалась, деньги улетели. Твари.",TOXIC
"пальто отслеживалось, пришло быстро. но оно не совсем как на фото, на фото проймы рукава не отстрочены, и плечи выкроены неправильно, из-за этого в плечах все кривое и топорщится даже после отваривания. подкладка простегана, ткань дубовая, носить конечно можно, но восторга не испытала.",OK
"тварь не пришёл,деньги вернули через спор.",OK
немного точащих ниток ещё куда ни шло. но как сука в туалет-то ходить?,SPAM
"Отвар отличный) пришли за две недели, качество хорошее, цвет немного насыщенней чем на фото) думаю заказать ещё)",OK
"До Ростовской области доставка месяц... Качество за такую цену очень хорошее. По размеру жилетка подошла. Недостатков нет, сшито очень качественно, неприятного запаха нет.Очень легкая и удобная жилетка. Даже отваривать не пришлось, мех в отличном состоянии. Спасибо продавцу.",OK
"Взяла размер XL подошло как раз на 48-50,но по таблице продавца кофта должна была быть велика.Можно сказать,что немного маломерит. Качество хорошее,теплая,мягкая,яркая.Сшито хорошо.В подарок есть значок и браслет,все хорошего качества.Посылка пришла достаточно быстро, за 23 дня.Большое спасибо,подруга будет  довольна подарком.Обязательно закажу еще.",OK
Брюки тёплые удобные. Смотрятся потрясно!! Можно было на размер меньше заказать. Стрейч.,OK
"Товар дошел до Челябинска за 2 недели. Кофта очень хорошего качества (для своих денег особенно). Принт яркий, не наклейка, материал мягкий, к телу приятный. На 50 размер L села идеально. Заказом довольна, продавцу спасибо! Рекомендую товар и продавца.",OK
Продавец лучший,OK
"все по размеру. мой ог  133, от 120. длинная, ткань приятная, хлопок. шло вроде норм, трек отслеживался. спасибо продавцу",OK
"Спасибо! Все отлично, описание верное. но маломерит на пол размеры. На 46-ой взяла  L-ку - впритык в груди, но длина отличная. Качество достаточное приличное, для сравнения в магазине такой жилет будет стоить в полтора раза дороже! Отдельное спасибо продавцу за вложенный подарок, это спортивный топ!!! Вообщем заказом довольна!",OK
"Куртку долго не направляли из Китая, и пришла через месяц в МО. Куртка тонка, на зиму не подойдет. Заказывала М на 42 размер мало в груди и рукова короткие, в талии подошло т.к. фасон не приталинный. Мех положили другой, не как на картинке.",OK
"заказала 7.09 получила 21.09 доставка быстрая и это супер. Кофта как и на картинке, с нутри мягкая, теплая, приятная к телу. На мой 42_44 м села хорошо. Звезду сняла т.к на воротнике шов с дефектом",OK
"Очень хорошие, ткань-похоже как нейлон, 
 на объем 102 взяла  L,  подошли хорошо",OK
"Очень долгая доставка , заказала 11.11 пришла она на почту 29.12. Качество хорошая ",OK
"Платье очень красивое, на ОГ 104 и ОБ 102 заказала XXL, можно было и XL, но ничего ушью немного. По груди спокойно влезет и 108. Доставка 30 дней, продавец сначала дал чужой трек, а потом товар завис у нас, качество отличное, нитки не торчат, вышивка богатая, смотрится шикарно, можно и на праздник и хоть куда. Рекомендую.",OK
"Юбка хорошего качества. Ткань плотная, приятная к телу. Спасибо продавцу и процветания вашему магазину.",OK
"Все очень отлично. Пришла посылка за 20 дней в Красноярск. Заказала дочери. На рост 159 отлично села L. И длинна изделия, и длинна рукава.",OK
Конечно синтетика. Приятна к телу. Как тонкий флис.Продавец ответственный. Доставка около месяца.Очень довольна. Рекомендую продавца,OK
"Ношу 44-46 российский, размер L блузки подошел идеально.",OK
"Замечательная шапочка,как на фото продавца!!",OK
"товар доехал очень быстро, качество норм, тока вот запах есть не приятный....",OK
"Пришли очень быстро , за 2 недели. На об 82,от 60 xs в талии великоваты, очень сильно тянутся , поэтому выглядят , как лосины. Рост 158 , вес 45, еле влезла в ногах, но в жопе и талии свободно. ",OK
ЗАКАЗ ДОСТАВИЛ КУРЬЕР.ЦВЕТ И КАЧЕСТВО КАК НА ФОТО. КУРТКУ ЗАКАЗЫВАЛА СЕСТРЕ  НА 54 РАЗМЕР..БОЛЬШОЕ СПАСИБО ПРОДАВЦУ. ОЧЕНЬ ДОВОЛЬНА,OK
"Толстовка хорошего качество, по размеру подошла, спасибо)",OK
"качество отличное на мой 52 руский драла xl ,подошли посылка пришла раньше заявленого срока",OK
"штаны огонь, аккуратные",OK
Хорошая футболка на лето. Материал приятный к телу. Ворот немного широковат. На 56р-р 5 XL свободно.,OK
не плохо рекомендую,OK
очеееень красивая. Спасибо большое продавцу. рекомендуем продавца,OK
"Спасибо большое за столь качественный товар. Кофточка изумительная. Запаха нет. Рисунок четкий, яркий. Толстовка приятная к телу и очень нежная!!!Все соответствует описанию. Дошла посылочка быстро за 2 недели. На 44 размер заказала s, идеально! Рекомендую продавца!",OK
вроде неплохо,OK
"Все подошло, пришло быстро. Спасибо!",OK
отличная стяжка! на 48-50 берите м! на вид маленькая! но натягивается хорошо! очень быстрая доставка! спасибо продавцу!,OK
на 44 р брала м..... оказалось утонула. Большая и в груди и рукава.  Надо было брать смело s. Ог 87. Пошито отлично и быстрая доставка.,OK
"Исходя из размерной таблицы и опираясь на отзывы я на свои параметры: рост 162, ОГ 86, плечи 37 заказала размер L. Я хотела, чтобы свитер сидел, как на модели на фото продавца!!! Но он оказался короче на 14 см. К качеству у меня претензий нет. К чести продавца, хочу сказать, что он оказался очень контактным и понимающим. Отвечал быстро на все мои вопросы и предложил мне перевести частичный возврат на электронный кошелёк! К сожалению у меня нет такого кошелёчка, а заводить его из-за пары сотен рублей я не стала. В общем договорились с продавцом о скидке на следующую покупку!!! По этой причине оценку снижать не стала. Доставка заняла три недели. Свитер я конечно ношу, но учитывайте мой опыт при своём заказе!!!",OK
"пижама супер, только идёт почти два месяца",OK
Качество супер! Заказываю второй раз. На 46 брала размер xxl. ,OK
"принт немного не пропечатан сзади на спине, в остальном всё хорошо",OK
"отличная футболка. Спереди простовато, но сидит отлично. На вес 64, рост 156, на ог и от 110-87, как раз",OK
"юбка очень красивая. Качество порадовало) отпарила и выглядит хорошо. Только цвет кажется более светлым, чем на фото. Пришла за 20 дней, тону отслеживался. С продавцом не общалась. Рекомендую, как и все остальные) ",OK
"Качество достойное. Расцветка 
яркая. Доставка  не очень долгая.",OK
"рубашка отличная, пошита аккуратно, доставка 20 дней до Камчатки. заказом очень довольна. Ткань не хлопок, смесивая, но к телу приятная. рост168, вес 65, ОГ 98, заказала xxl, на груди отлично, при движении не расходится. Трек отследивался, Рекомендую товар и продавца.",OK
голая синтетика,OK
"юбка нереальная. Я влюблена. закажу ещё. ткань мягкая, гладкая, прошита хорошо",OK
Заказ пришел быстро. Доставка курьером домой. Качество на слабую четверку. Края прострочены не ровно. Ткань тонкая. Своих денег не стоит.,OK
Заказывала две пары. по размеру. ткань приятная. посадка высокая. описанию соответствует.,OK
"Ночнушка очень красивая, а главное хорошего качества.
На теле сидит хорошо,пошита ровно.
Мечта, а не вещь. буду ещё заказывать у продавца)",OK
"Суууупер! Упакована отлично, имеются зажимчики,скрепляющие рукава. Ткань- х/б 100%,в меру плотная,колом не стоит, после стирки  может сесть. Цвет насыщенный, размер 5хl  на обхват груди 120 см отлично сел,планочки не расходятся,плечи не висят,на спине не топорщится. Кто любит поприталеннее-есть запас для выточек. Однозначно рекомендую",OK
"качество ткани больше похоже на креп, не на шифон. Сшито аккуратно.",OK
"ткань приятная, запаха нет,сшито аккуратно",OK
"Товар пришел, хотя продавец намутил что-то с трек номером. На российский 48-50 брала 3XL потому что накидка должна быть свободной.",OK
"Заказ делала 07.18 пришел 08.18.  Трусики хорошие на свой 48 размер по отзывам заказала xl, Всё подошло, единствнный минус одни из 4 трусов с браком, но это не значительно Всё можно зашить, за это снимаю одну звезду.",OK
хороший комбез. ткань не мнется. очень удобно,OK
буду заказывать еще!  спасибо!,OK
"Заказ мне не пришел. Продавец вернул деньги после того, как я второй раз открыла спор. Я все понимаю, что заказ может потеряться, никто от этого не застрахован. Но слезные сообщения продавца в стиле ""подождите еще"", ""закройте спор"", ""я так много для вас сделал"" меня просто выбешивали.",OK
"замечательная блузка, все как в описании. Нитки не точат, качественно сшита, спасибо! Размер М для моего 44 маловат.",OK
"Водолазка хорошая,но маломерка.На свой 46 русский взяла L,пришлось отдать дочери.Надо было брать,как минимум,XXL.",OK
все хорошо. и отслеживался и пришёл до екб за две недели,OK
"классная, яркая и качество отличное. фото позже кину, т. к. сразу в стирку бросила",OK
"Кардиган замечательный))) И качество, и модель, и пошив приятно удивили.  Доставка быстрая. Рекомендую продавцы.",OK
"Товар так и не пришел, но продавец молодец вернул деньги.",OK
"Хорошенькая шубка,плотная,для Краснодарской зимы просто отлично.Доставка 3 недели.Трек отслеживается.",OK
"Куртка не зимняя, а осенняя. Цвет красивый",OK
заказывала 5шт. цвет.размер совпали.качество хорошее. трек отслеживался.,OK
быстрая доставка!водолазка хорошая!спасибо!,OK
"получила посылку,  пуховик оказался большим,  хотя заказывала по размерной сетке, ткань отличная,  но мех полет со страшной силой,  все остаётся на одежде (((",OK
"за 2 недели заказ пришёл в Москву. трек не отслеживался, положили в ящик. на 48-50 2xl хорошо ! )",OK
"очень классная куртка, цвет как на фото, все сшито аккуратно. рукава на рост 174 коротковаты, но не критично. на российский 44-46р хорошо сел L. продавцу определенно 5 звёзд.",OK
"платье, класс, как на фото, на мне еще лучше, не ожидала, брала 48,маломерит,но налезло) закажу на размер больше, фигура класс в нем, живот не сильно выделяется. клааассс",OK
Одна из лучших покупок на Али. ,OK
"к сожалению, расстроили меня, материал неприятным оказался, толстая, колючая синтетика, а так нареканий к продавцу нет",OK
"Сама вещь достойна 5ти звезд. Очень теплая и качественная. На русский размер 48-50 xxl маловат. Вот только продавец огорчил тем, что совершенно игнорировал все сообщения.",OK
"заказ пришел очень быстро,за что спасибо продавцу. Шарф понравился,мягкий,никаких замечаний нет .",OK
"Заказала 24.11 пришел 29.12, товар соответствует описанию, на свой 42 заказала XL - сидит идеально, довольна товаром, швы ровные, запаха нет, товар доставили курьером что очень приятно, рекомендую этого продавца!",OK
"Качество на высоте, такое редко встретишь, рекомендую.",OK
"пижамка супер, за такую цену в магазине не купить. шорты плотные хлопковые, футболка тоненькая. все супер, запаха постороннего нет, нитки не торчат, доставка в сроки. спасибо продавцу, заказом довольна",OK
супер,OK
на обхват бедер 86 размер 27: немного великоват. 26 подошёл бы идеально. доставка быстрая,OK
"миленько)) взяла размер s на рост 152, на мне свободно)) с большой грудью, правда, так себе смотрится) качество соответствует цене) носить буду аккуратно, тк боюсь, что надпись при частой стирке сотрется( а так - все супер) за две недели до Питера дошла) теплая) ",OK
"Доставка до Ставрополя составила 3 недели. Продавец дал трек-номер, поэтому посылка отслеживалась до места вручения. Упаковка в обычный пакет, юбка сильно помялась и с отглаживанием были проблемы, при высоких температурах материал плавится и липнет к утюгу, а при низких до конца не выравнивается. Сеточка очень жесткая, возможно сделана из лески, зато благодаря этому края юбки ложатся красивыми волнами. На мои параметры- ОБ 90 см и ОТ 65 см, села идеально, в талии не давит и длина приличная на рост 165 см. И ещё, материал просвечивает немного, если решите покупать, то придется носить с телесного цвета трусиками и короткими майками. Лично мне очень понравилась юбка и вложенный продавцом подарок-серьги.",OK
"Получила вторую юбочку! правда, чуть дольше по времени шла,чем первая.... но всё равно- качественная, клёвая...мммм...продавец замечательный!!!! всегда пишет, отвечает, размер посоветует! спасибо! очень приятно,я счастлива! буду ещё заказывать!⭐⭐⭐⭐⭐",OK
доставка месяц до Архангельска. бабочка плотная. всё отлично,OK
Товар прибыл достаточно быстро.Упакован в пакет и пластиковую упаковку.Дефектов нет надеюсь в носке будет сидеть хорошо.Спасибо продавцу ставлю 5+++++,OK
"заказала платье 11,11 получила курьерской доставкой прямо на работу 23,11  это моя самая быстрая посылка, я довольна как слон! платье представляла из другого материала) заказывала размер М на о.г 100 и талию 72. показалось немного велико. неприятно запаха нет, нитки не торчат. Продавца рекоммендую)))⭐⭐⭐⭐⭐",OK
"Я в восторге! Качество хорошее, в магазине такую трудно найти. На фото прям с почты, не мнётся особо.",OK
"Удобная, теплая, по фигуре. Прошу прощения, фото не очень удачное. Закажу ещё.",OK
"Подъюбник очень пышный, даже не нужно крахмалить, достаточно только отгладить.",OK
хороший костюм к телу приятен. только просвечивает не много. и пару ниток торчали .,OK
отличная куртка,OK
"Хорошее качество, строчка ровная, в размер. Брала м сели отлично",OK
"Супер мне очень понравился товар, нитки не торчат.",OK
"материал хороший, мягкий, по размеру подошел, а вот рукав сильно короткий. на мои руки 62-64 см у кофты рукав см 53-57. носить буду только подняв до локтя.",OK
"Хороший комплект,на Ог 96 взяла 80С-впритык,но все равно собираюсь худеть. Качество на высоте.трусики не мерила,но на глаз подойдут на об 98.доставка  две недели до Ростова на Дону",OK
"Ткань немного тонкая, только под гладкое белье телесного цвета. Но за такие деньги пойдет)",OK
Рубашка супер доставка в Москву 13 дн,OK
"очень хорошее пальто.
только цвет практически черный;)
спасибо",OK
"Заказом в принципе довольна, товар соответствует описанию. Доставили курьером на дом за две недели. По качеству пуховик отличный, тяжёлый только. Заказала размер L - велико, но по длине рукава подходит. Сам по себе фасон пуховика широкий очень. А так спасибо продавцу!",OK
отличные лосины,OK
"Классное качество, с продавцом не общалась, мнеподошли",OK
В обтяжку L .Качество очень хорошее!Дело вкуса!,OK
"Платье отличное,приятное к телу!Размер подошёл!",OK
"Слишком долгая доставка, нормальное качество, торчат нитки (не беда), функцию лифчика не выполняет...",OK
товар пришел относительно быстро. разочаровала ткань. ожидала гладкую.  село в облику. если бы была больше грудь то было бы туго. ткань не просвечивант-этт плюс. на лето пойдет.,OK
"отличные трусики, очень качественные. доставка до Московской области меньше 3 недель (даже с учетом распродажи 11.11).  трек отслеживался. на 40-42 взяла размер L. Трусики сели плотно, я бы взяла чуть больше, если бы знала.",OK
"Цвет оказался намного темнее,чем представлено на картинке,на объём груди 96 брала xl ,сел хорошо,ц меня широковаты плечи,поэтому наверное рукава оказались коротки,носить только как 3/4",OK
"ÐÐ»Ð°ÑÑÐ½ÑÐµ ÑÐµÐ·Ð¸Ð½ÐºÐ¸, Ð²ÑÐµ Ð°ÐºÐºÑÑÐ°ÑÐ½Ð¾ Ð´Ð¾ÑÑÐ°Ð²Ð¸Ð»Ð¸ , Ð¿Ð¾Ð½ÑÐ°Ð²Ð¸Ð»Ð¸ÑÑ Ð¸ ÑÐµÐ½Ð° Ð¸ ÐºÐ°ÑÐµÑÑÐ²Ð¾!!!",OK
"хорошее боди, на S все подошло, для маленькой груди будет слишком открыто. 3 хорошо смотрится",OK
"Юбка приятная,мне понравилась, плотная. немного торчат ниточки. хочу ещё...",OK
"Великолепный набор! Качество очень хорошее. На ощупь приятная, лишних ниток нет. Смотрится потрясающе! Спасибо большое! ",OK
норм,OK
"На рос.46-48 размер XL хорошо сел. Пошито аккуратно, все ровненько, перекосов нет.  Фасон интересный. Хороший магазин, все отслеживалось, доставка около месяца до Ростова-на-Дону. Покупайте смело.",OK
"Блузка красивая, приятная к телу, но мне оказалась маленькая, покупала размер xl, размер русский ношу 48-50, а блузка на 44-46.",OK
Быстрая доставка. И вообще комплектик хороший. Советую,OK
"Первое свитер очень приятный к телу,материал супер)пришло быстро ,меньше месяца,соответствует картинке.Взяла размер М на свой S ,по плечам подходит идеально,я низкого роста ,рукава не длинные(что большой плюс)для меня слишком широковато по бокам ,но смотрится классно)покупкой довольна)",OK
"Заказ сделан 11.11, отправлен на следующий день, доставлен курьером 28.11. Качество на высоте, ткань и кружево очень мягкие и приятные к телу. xs отлично подошел на российский 40",OK
"заказ пришел быстро,доставка курьером
. качество за эти деньги прекрасное. ткань плотная,нитки не торчат. размер соответствует, только крой такой, что плечи впритык,но дочери нравится.",OK
брюки жене очень понравились.доставка быстрая по размеру s подошла . материал плотный.всем советует .,OK
Очень довольна сарафаном.  Точно как на фото. Соответствует размерной сетке. Доставка очень быстрая. Рекомендую!!! Супер!!!,OK
"куртка класс! как на фото . только очень большая , заказывайте на размер ,а то и 2 меньше",OK
Цвет темнее чем на фото. Тянется очень сильно. Мягкое. Швы ровные. Нитки не торчат,OK
"отличный кардиган, мягкий и красивый",OK
"свитер хорошего качества , но размер максимум 42-44 при росте 160-165 , мне рост 170 короткий рукав , на ОГ 90 см хорошо",OK
"Очень хорошо,мне понравилось!!!На размер150 очень хорошо подшла М.Но есть недочоты копюшон маленький,и на нем есть пятнышко.Но его легко постерать.А так все хорошо",OK
Спасибо большое продавцу за быструю отправку. Очень крутой сарафан.,OK
"Брючки супер!!! Спасибо большое продавцу, подсказал с размером! Все подошло идеально. ОТ 93 ОБ 101 3 хl сели как влитые. Очень довольна покупкой! ",OK
"товара так и не дождалась (( где то по пути его прихватизировали(, но спасибо продавцу- вернул деньги, за это 555555555, спасибо",OK
в кои веки с размером повезло.грудь 86.рост 167 где то.вес 49кг.сидит прям то что надо.ни больше ни меньше,OK
"Платье хорошо тянется на 44М надо брать S
На рост 158см длина до икр. Сшито хорошо все ровно , запахов нет.",OK
"Кофта очень нравиться!
качество отличное!",OK
"шорты хорошие, доставка супер быстрая, порадовала..на 44р отлично",OK
"Неплохие колготки из приятного материала,цвет соответствует заявленному,пришло за месяц.
Рекомендую",OK
Стразы отпадают. Качество нормальное. Спасибо. ,OK
"футбалка хорошая, брала ходить дома, на 50 размер хорошо. спасибо продавцу и транспортной компании.",OK
"Качество хорошее. По размеру. Заказывала XXL на размер российский 54-56
Длинна изделия короче чем на картинке. Это разочаровало.",OK
"Хорошие джинсы, но учтите, что черный - не совсем черный, а скорее темно-темно серый, как это часто бывает у таких джинс. Сели по размеру: 29 на бедра 90, талию 70. Шло 2 месяца",OK
"доставка месяц. качество хорошее. полностью соответствует описанию
 заказом очень довольна. на 90*70*90 подошла хорошо.продавца рекомендую.буду заказывать ещё в другом цвете.",OK
хороший свитер. Но рукова коротковаты,OK
Качество супер!,OK
"Всё отлично, но для меня, как для любителя длинных вещей, немного коротковата толстовка. Но это не критично. В остальном сплошное удовольствие.",OK
"красивые, мягкие и теплые. пришли быстро, рекомендую продавца",OK
"блузка пришла.в размер,рекомендую",OK
Крутые носки! Спасибо продавец! пришла посылка быстро . Рекомендую!,OK
Брюки понравились а талия немножко завышена на 46 44 взяла размеры но можно было и поменьше ну и в обтяжку тоже принципе не надо продавцу спасибо дошли быстро трэк от слёживался,OK
хорошие легинсы. внешне очень теплые. все как на фото продавца. шло до тюмени около 3ех недель. рекомендую.,OK
"Симпатичная кофточка.Брала М на российский 46. Села хорошо. Хотите пошире берите Л. Трикотаж хлопок,  гладиться хорошо. На каждый день отличный вариант. Советую однозначно.",OK
"Отличные штанишки:  теплые, приятные к телу, выглядят симпатично. Размер L на об 99, от 71 сел отлично - ничего нигде не сборит, не врезается и не тянет. Покупкой довольна.",OK
"Заказ пришёл быстро в Моск обл. Кофточка очень приятная к телу и мягкая. На пять с плюсом качество. Фото и описание соответствует. Маломерка. На свой 44 брала XL и села прекрасно, взяла бы L и была бы в обтяжку. ",OK
"Заказ дошёл до МО за 2 недели, продавец отправил товар на следующий день, трек отслеживался до самой почты. В составе больше синтетики чем хлопка и чуток коротковата оказалась, ещё приятно порадовал сувенир от продавца. В целом покупкой довольна.",OK
"Подходит на 48 размер, рукава не короткие, строчки ровные, ткань хорошая плотная, не прозрачная. Пришел очень быстро",OK
"кружево пришито очень не аккуратно, очень долгая доставка",OK
"Прикольная, материал синтетика, на размер 48 брала XXL. Подошел",OK
really good,OK
"товар пришел в срок. мне нравится, теплая шапка",OK
"после стирки перестал колоться, а вобщем футболка хорошая",OK
"Качество-супер, выглядит отлично,немного большевато в талии S на 64 см.Заказала 11.11 получила уже 30.11",OK
"заказывали 17.07. пришло 02.08. очень быстро. маловат. клеится хорошо, держится плохо. буду носить.",OK
"Взяла M на 42-44, сели так, как я хотела) Свободные, самую малость узковаты в икрах, но они у меня от природы большие, так что не страшно)",OK
"носки хорошие, продавец товар отправил быстро, материал приятный, хлопок) продавца рекомендую)",OK
"Счастливые обладательницы груди, будьте осторожны))), принт с приколом! Качество картинки хорошее, размер 4 xl  подошёл на русский 52-ой. Общее впечатление -- приятная, немного хулиганская вещичка.",OK
"Без ремня приходится постоянно подтягивать, в целом неплохие. До этого брала на размер меньше, маловаты были.",OK
"Вот что меня порадовало, назаказала на али кучу всего, приходит и приходит ужасного качества, вообщем Китай, чего ожидать то, но тут пришли трусы, и реально удивили!!!!! Качественно шито и после стирки кружево не потрепалось, я приятно удивлена) да ещё и за такие смешные деньги ",OK
"платье пришло с браком ,был брак ...часть денег вернули,за это 5",OK
"Мне очень понравилось,на 46 р только-только подошло,для 42 будет широковато слишком.за такую цену отличное качество ",OK
Все отлично!,OK
"Безумно рада покупке у этого продавца! Пришли в идеальном состоянии, швы ровные,сидят идеально!советую! Себе ,пожалуй, куплю ещё одни",OK
"Куртка отличная, на 48 размер xxxl сел идеально, швы ровные, запаха нет. Трэк не отслеживался. Доставка курьером  на дом. Спасибо продавцу!!!! Товар пришёл  до Питера 16 дней, очень быстро",OK
Хорошая рубашка! Ношу с удовольствием),OK
жилетка - супер!!!,OK
"доставка меньше месяца.
подошло по размеру",OK
"Мягкая плюшевая кофта, швы не все ровные, но в целом впечатление это не портит",OK
"отличное белье, заказываю второй раз",OK
"Пришла быстро, но первый раз разочаровалась от качества материала ( трудности с глажкой) поэтому сняла звезду, так как материал не соответствует описанию. На мои объёмы ог 104 и об 120 свободно ",OK
"Шло дико долго, по-моему дольше всех остальных посылок. Но дошло. Сшито аккуратно.",OK
"Сам товар отличный , но продавец отправил не тот размер. Я заказала  S , а он отправил M , но M мне тоже подошел  .  Шло 37 дней до Башкортостана , но долгая доставка , потому что было очень много заказов + новогодние заторы . Рекомендую !",OK
"Красивая кофта, размер s на 42-44 не больше, недочеты в обработке верхнего края не портят вид, торчащие нитки можно аккуратно обрезать ножницами",OK
"Отличного качества рубашка. Пошив прекрасный, претензий нет. Вышивка кота аккуратная. Доставка 2,5 недели до Нижегородской области. Размер S на рост 166 см сел в рукавах отлично, на ОГ 90 маловат (брался в подарок, на меньший ОГ сядет отлично). Рекомендую.",OK
"Крутая куртка, точнее кофта на молнии! Очень стильная, широкая, oversize! Яркие цвета! Молния легко застёгивается, есть два больших кармана, внутри подкладка. Капюшон не очень большой. Доставка не более трёх недель!
Спасибо!
Мой инстаграм @zachbzachb",OK
Очень довольна заказом. Посылка пришла за 2 недели. Качеством довольна. Подойдет в холодную погоду. Тепленькая толстовка. Спасибо большое продавцу. Буду у него еще заказывать.,OK
