"annotation_id","annotator","created_at","id","lead_time","review","sentiment","toxic","updated_at"
120,"1","2026-05-02T13:03:42.517486Z",121,2.809,"Качество ужасное. Шов от  подмышки до бедра всего 20 см при размере 2XL. На фигуру нормальных пропорций это  не надевается.   Зато пригодно для толстого карлика.
В ширину боди болтается, а в длину не натягивается. Продавец путает цвета.","negative","OK","2026-05-02T13:03:42.517513Z"
121,"1","2026-05-02T13:03:49.469791Z",122,6.325,"Товар не прислали, открыла спор , сказали вернуть им платье. Я попросила, пришлите мне его, что я верну, если его нет. Спор закрыли, потому что я не вернула платье , которое они мне не прислали. На контакт не идут, говорят своё. Деньги не возвращают и товар не присылают. Продавца ооочень не рекомендую, развод.","negative","OK","2026-05-02T13:03:49.469822Z"
122,"1","2026-05-02T13:03:52.877062Z",123,2.725,"Начиталась я отзывов,и ждала эту кофту очень сильно!Но меня огорчила эта кофта,во первых она с затяжками и на ней коричневое пятно,во вторых колючая(терпеть не могу такое) и в третьих,посылка шла очень долго!","negative","OK","2026-05-02T13:03:52.877090Z"
123,"1","2026-05-02T13:03:55.413972Z",124,1.986,"прислали грязную блузку","negative","OK","2026-05-02T13:03:55.414005Z"
124,"1","2026-05-02T13:03:57.391855Z",125,1.432,"качество отвратительное .через несколько дней пополз по швам","negative","OK","2026-05-02T13:03:57.391889Z"
125,"1","2026-05-02T13:03:59.671585Z",126,1.725,"посылка не пришла вовсе,деньги вернуть отказались,спор закрыли","negative","OK","2026-05-02T13:03:59.671623Z"
126,"1","2026-05-02T13:04:02.844213Z",127,2.531,"Вообще не понравился, во первых отличается
 от картинки и цвет и фасон и качество,швы очень толстые,поэтому на плечах и по бокам
 топорщится, в общем только в деревне носить, где тебя ни кто не видит. PS всем,кто больше 42 не рекомендую брать)увеличивает настолько фигуру, ужас","negative","OK","2026-05-02T13:04:02.844244Z"
127,"1","2026-05-02T13:04:07.528909Z",128,4.061,"Заказ шел больше месяца с платной доставкой СДЕК. Сначала уточнили адрес, потом перезвонили и сказали, что только в пункте выдачи можно получить! Ближайший пункт оказался гораздо дальше почты, что меня не устраивает совсем. Теперь о самой кофте... Качество ужасное! Сестра заказывала точно такую же, но качество в разы лучше. Эта же блестящая голимая синтетика. Цвет совпадает с картинкой и это наверно единственный плюс.","negative","OK","2026-05-02T13:04:07.528940Z"
128,"1","2026-05-02T13:04:09.433547Z",129,1.277,"товар не пришел.продавец просил ждать бесконечно. деньги вернули при помощи али.","negative","OK","2026-05-02T13:04:09.433580Z"
129,"1","2026-05-02T13:04:10.999576Z",130,0.894,"Не пришло.","negative","OK","2026-05-02T13:04:10.999612Z"
130,"1","2026-05-02T13:04:13.346707Z",131,1.721,"Продавцом не довольна.Товар не пришел,деньги вернули.Ждала 50 дней,но продавец лишь увеличивал дни доставки.На открытие спора по истечении 50дней отреагировал негативно.Не советую!","negative","OK","2026-05-02T13:04:13.346753Z"
131,"1","2026-05-02T13:04:15.547958Z",132,1.564,"Не очень довольна покупкой. Сидит на мне она плохо, выкройка рукавов сделана не точно-начало рукава не под мышкой, а ниже сантиметров на 5,в связи с этим скованность движений рук в этой блузке. На 50-52 размер заказала XXXL.","negative","OK","2026-05-02T13:04:15.547991Z"
132,"1","2026-05-02T13:04:17.104981Z",133,0.899,"Выбирала резинки peanut, пришли другие. я не довольна.","negative","OK","2026-05-02T13:04:17.105008Z"
133,"1","2026-05-02T13:04:18.832833Z",134,1.185,"не пришел пакет. Потерянное время.. вернул деньги только при открытии спора.","negative","OK","2026-05-02T13:04:18.832875Z"
134,"1","2026-05-02T13:04:20.564567Z",135,1.117,"Очень огорчило...заказали размер L а привезли  XL очень обидно ","negative","OK","2026-05-02T13:04:20.564596Z"
135,"1","2026-05-02T13:04:23.992147Z",136,2.811,"Заказ пришёл быстро. Качество кошмарное:ткань очень дешёвая,сшито безобразно, где-то не прошито,где-то перетянуто, кнопка с дефектом,размер S я думаю подойдет девушкам которые носят L...Открыла спор,заказом не довольна. Не рекомендую. ","negative","OK","2026-05-02T13:04:23.992180Z"
136,"1","2026-05-02T13:04:28.829640Z",137,4.196,"Доставка отвратительная, шло полтора месяца, продавец не может дать вразумительные ответы на то, где моя вещь, но сама жилетка пойдет, мех лезет, внизу шкурки очень плохие ","negative","OK","2026-05-02T13:04:28.829667Z"
137,"1","2026-05-02T13:04:38.016275Z",138,8.567,"вообще не соответствует заявленому фото! во первых горловина-ее нет на модели!и  как по мне она портит свитерочек. во вторых -вязка! посмотрите на модели она легкая,почти просвечивает,а на деле плотная вязка,объемная я сказала бы. Вообще свитерок планировала летом носить,так как по заявленому фото он кажется легким,а на деле жаркий.Продавец охотно стал общаться со мной когда я  открыла спор 17.08,сегодня 04.09,возврата денежных средств так и не поступило. Что это?обман? не советую свитер. Он не соответствует заявленному фото. Разницу я думаю вы и сами видете.  Подкачал конечно заказ,впервые за столько лет заказов я столкнулась с таким..","negative","OK","2026-05-02T13:04:38.016300Z"
138,"1","2026-05-02T13:04:58.997112Z",139,20.391,"Пуховик захотела сразу. Модель очень понравилась. Долго разбиралась с размером, общалась с продавцом. Продавец отвечал наобум, до последнего сомневалась. У меня объем груди 105, объем бедер 116 если мерить правильно по выпуклым точкам, а не просто охватить сантиметром вокруг бедер. Сомневалась между 48 и 50 размером. В жизни ношу 46-48 российский. Продавец советовал 52!!!!! Хорошо что не послушала. На указанные объемы пуховик сел очень хорошо. Длина при росте 173 чуть ниже колена. НО!!!!! имейте в виду что модель внизу широкая, очень свободно в бедрах. Продавец позиционирует пуховик для температуры -20. Не верьте!!!!! Ему -10 максимум. Мне пришел товар с браком!!!! В плечах рукава ""пустые"". Одела при температуре -2, руки замёрзли хотя под пуховиком была флиска!!!! Капюшон тоже неудобный, слишком широкий, для ветренной погоды не годится!! Объявила спор. Али отказали в компенсации. Имейте в виду проблемы данной модели. Продавец отвратительный!!! больше никогда к нему не обращусь!!!!","negative","OK","2026-05-02T13:04:58.997143Z"
139,"1","2026-05-02T13:05:01.280205Z",140,1.406,"Расстроена что присылают такое ","negative","OK","2026-05-02T13:05:01.280241Z"
140,"1","2026-05-02T13:05:04.332362Z",141,2.452,"ткань очень тонкая, страшно одеть, вдруг разойдется, не тратьте деньги, лучше купить чуть дороже в магазине чем выкидывать 700р на ветер.На улицу в таком костюме точно не выйдешь","negative","OK","2026-05-02T13:05:04.332392Z"
141,"1","2026-05-02T13:05:05.804943Z",142,0.85,"Качество не хорошее","negative","OK","2026-05-02T13:05:05.804970Z"
142,"1","2026-05-02T13:05:08.143973Z",143,1.723,"Брал рубашку для мамы, размер выбирал xxxxxl(5xl), пришла рубашка размера xs. Даже жене моей малая, она носит 42 размер.","negative","OK","2026-05-02T13:05:08.144009Z"
143,"1","2026-05-02T13:05:10.215199Z",144,1.451,"Так и не дождалась заказа...Через 2 месяца ожидания открыла спор на полный возврат денежных средств...","negative","OK","2026-05-02T13:05:10.215229Z"
144,"1","2026-05-02T13:05:55.723010Z",145,44.747,"Посылку ждала , но так и не дождалась. Из заявленных 14 дней прождала 35...В итоге открыла спор и благодаря помощи Алиэкспресс продавец вернул мне деньги, хотя изначально не хотел их возвращать. Больше заказывать у него никогда не буду!!!   ПШЛНХ узколазые!!!!!","negative","TOXIC","2026-05-02T13:05:55.723063Z"
145,"1","2026-05-02T13:05:58.225584Z",146,1.823,"фасон и цвет не соотвецтвуют   это очень плохо
плохой продавец","negative","OK","2026-05-02T13:05:58.225617Z"
146,"1","2026-05-02T13:06:01.579582Z",147,2.693,"Размер отправили не тот. Деньги отказались возвращать!!! Рейтинг говорит сам за себя. НЕ ПОКУПАЙТЕ НИЧЕГО У ЭТОГО ПРОДАВЦА","negative","OK","2026-05-02T13:06:01.579615Z"
147,"1","2026-05-02T13:06:16.586766Z",148,14.347,"К сожалению, свой заказ я так и не получила. Доставка СДЭК постоянно морочила голову, постоянно переносила сроки доставки, и в итоге, пока я ждала курьеров, которые так и не приехали, прошел срок подтверждения заказа. Получилось, что я и без денег осталась, и без джинсов. Не знаю, что случилось, возможно служба СДЭК просто потеряла мой заказ, потому что кормили меня ""завтраками"" больше трех недель и в итоге так ничего и не доставили. Я бы посоветовала продавцу найти другую, более ответственную службу доставки. Очень обидно, что так получилось. Больше в этом магазине заказывать ничего не буду.","negative","OK","2026-05-02T13:06:16.586802Z"
148,"1","2026-05-02T13:06:18.480828Z",149,1.256,"Продавец общительный, но товар не пришёл, деньги вернули","negative","OK","2026-05-02T13:06:18.480849Z"
149,"1","2026-05-02T13:06:20.034085Z",150,1.005,"Товар не пришел , продавец без проблем вернул деньги","negative","OK","2026-05-02T13:06:20.034117Z"
150,"1","2026-05-02T13:06:52.327060Z",151,31.735,"Продавец - мошенник. Дает чужие трек-номера. The seller lies and gives other people's tracking numbers. Не связывайтесь с ним, не покупайте товары со скидкой за монеты! Это обман! I had very bad experience with this shop! Choose other seller if you don't want problems!","negative","OK","2026-05-02T13:06:52.327101Z"
151,"1","2026-05-02T13:06:55.215313Z",152,2.159,"Заказ спустя 2 месяца так и не пришел. По отслеживанию он только успел вылететь из Китая. Я очень ждала это платье. Больше всего, что не понравилось, это то, что заказ закрыли без моего ведома; ни спор открыть, ни деньги вернуть. очень расстроилась((((","negative","OK","2026-05-02T13:06:55.215342Z"
152,"1","2026-05-02T13:07:09.904451Z",153,14.0,"очень долгая доставка. торчат нитки, неприятный запах. на правом плече дырка","negative","OK","2026-05-02T13:07:09.904494Z"
153,"1","2026-05-02T13:07:23.602295Z",154,13.046,"ЦВЕТ ЗАКАЗЫВАЛА РОЗОВЫЙ,НО ОН НЕ РОЗОВЫЙ А НА БЕЛЫЙ ЦВЕТ.И ДЫРОЧКА НА СЗАДИ.ФАБРИЧНЫЙ БРАК.","negative","OK","2026-05-02T13:07:23.602334Z"
154,"1","2026-05-02T13:07:25.434502Z",155,1.164,"не денег не товара, лето прошло а я так и не дождалась заказа.","negative","OK","2026-05-02T13:07:25.434538Z"
155,"1","2026-05-02T13:07:26.790560Z",156,0.76,"Так и не пришли ","negative","OK","2026-05-02T13:07:26.790591Z"
156,"1","2026-05-02T13:07:29.797125Z",157,2.43,"заказала платье белого цвета,пришел вообще какой-то ужас,в три размера больше ожидаемого, расцветка ужасная вообще не та модель.. Очень расстроена!!! Ждала около двух месяцев и разочаровалась.","negative","OK","2026-05-02T13:07:29.797154Z"
157,"1","2026-05-02T13:07:31.719144Z",158,1.211,"Заказ не был получен. Деньги так же не были возвращены.","negative","OK","2026-05-02T13:07:31.719196Z"
158,"1","2026-05-02T13:07:39.995041Z",159,7.644,"Китайцы !!! Такие уроды !!!! В последнее время офигели совсем !!!  Ничего не высылают , хамят в смс и деньги не отправляют ","negative","TOXIC","2026-05-02T13:07:39.995088Z"
159,"1","2026-05-02T13:07:42.031785Z",160,1.366,"отсутствует меховой воротник.наверно забыли положить","negative","OK","2026-05-02T13:07:42.031839Z"
160,"1","2026-05-02T13:07:43.654416Z",161,1.002,"товар заказывала в июле уже декабрь товар не пришел","negative","OK","2026-05-02T13:07:43.654444Z"
161,"1","2026-05-02T13:07:46.916397Z",162,2.683,"Начнем с того, что они пришли черные, а не синте как я заказывала, плюс полное отсутствие обещанного «теплого бархата» и я отдала 960р за лосины которые могла бы приобрести ну руб за 500 максимум...","negative","OK","2026-05-02T13:07:46.916441Z"
162,"1","2026-05-02T13:07:49.997103Z",163,2.389,"Посылка не пришла спустя даже 4,5месяца. На Сообщения продавец отвечал только одно - ждите, бывает идёт долго или быстро, ждите. Не дождалась. Заказывала к началу лета. Спасибо.","negative","OK","2026-05-02T13:07:49.997158Z"
163,"1","2026-05-02T13:07:51.689137Z",164,1.087,"Кофту неудобно носить, все время подпрыгивает вверх","negative","OK","2026-05-02T13:07:51.689169Z"
164,"1","2026-05-02T13:07:55.204894Z",165,2.904,"Товар не пришёл. Заказала в конце мая,так и не дождалась. Продавец просил закрыть спор,ссылаясь на то,что они скоро отправят товар. Но,к сожалению,так и не пришёл. Деньги вернули. ","negative","OK","2026-05-02T13:07:55.204926Z"
165,"1","2026-05-02T13:07:58.086584Z",166,6.129,"штаны пришли бракованные, продавец деньги не вернул. выкройка не правильная, в районе карманов лишняя ткань см.3 с обоих сторон. не берите. качество тоже хрень, внутри мех пришит криво, стягивает так, что ногу не согнуть. короче  говно","negative","TOXIC","2026-05-02T13:08:04.897108Z"
166,"1","2026-05-02T13:08:14.263222Z",167,2.363,"Шорты пришли большие , хотя заказывала размер S, не довольна!!","negative","OK","2026-05-02T13:08:14.263255Z"
167,"1","2026-05-02T13:08:16.059974Z",168,1.153,"шорты не дошли до адреса, товар неотслеживался, вобщем магазином остался не доволен","negative","OK","2026-05-02T13:08:16.060005Z"
168,"1","2026-05-02T13:08:21.596176Z",169,4.881,"Бюстгальтера я так и не увидела, посылка не дошла. Открыла спор и написала не нужно возвращать деньги просто пришлите еще раз мой заказаный товар. Продавец просто проигнорировал мое сообщение и молча закрыл спор. Разочарована и конечно же не рекомендую","negative","OK","2026-05-02T13:08:21.596210Z"
169,"1","2026-05-02T13:08:25.436181Z",170,3.187,"Отвратительное качество. Пайетки осыпаются, бока тянут, проплешина, нитки торчат и плюс ко всему через всю пятую точку полоса. Буду открывать спор.","negative","OK","2026-05-02T13:08:25.436215Z"
170,"1","2026-05-02T13:08:31.729452Z",171,5.67,"Ждала почти 90 дней,  так и не пришли,  продавец кормил обещание  трек отправил другой,  по треку человек другой получил,  в другом городе,  с другой фамилией.... Узнала на почте России... Как открыла спор деньги вернул....","negative","OK","2026-05-02T13:08:31.729482Z"
171,"1","2026-05-02T13:08:43.537254Z",172,11.157,"Заказывала платье к новогодней фотосессии. Переплатила за более быструю доставку, написала продавцу просьбу отправить побыстрее, чтобы успеть к срокам. Продавец якобы пошёл на встречу. При этом якобы отправил товар в последний день защиты через 10 дней). Указал трек, который не отслеживался, ещё через 10 дней я открыла спор, и чудесным образом трек «заработал» и по нему стало понятно, что прод отправил его только после открытия спора!!!!! До этого кормил обещаниями или смахивал все на непонимание и плохой английский. Конечно же, платье шло очень долго (не смотря на платную доставку). Ужасный запах, дыра на рукаве! Спасибо, али, вернули деньги! Продавец отстой! Хуже нет ","negative","OK","2026-05-02T13:08:43.537285Z"
172,"1","2026-05-02T13:08:45.466432Z",173,1.251,"Товар не отправлен деньги верну ли не все! Развод какой-то ","negative","OK","2026-05-02T13:08:45.466488Z"
173,"1","2026-05-02T13:08:49.557017Z",174,3.201,"Рубашка на один раз. После первого раза обнаружила такие дырки на швах и на петле для пуговиц. Зашить это невозможно. Я очень расстроена. А ещё пуговицы к воротнику пришиты, и его не отстегнуть, смотрится не очень.","negative","OK","2026-05-02T13:08:49.557047Z"
174,"1","2026-05-02T13:08:51.052543Z",175,0.903,"не считая того что по бокам зашила сама","negative","OK","2026-05-02T13:08:51.052590Z"
175,"1","2026-05-02T13:08:53.040164Z",176,1.399,"Мне не повезло, куртка плохо прокрашена, причём только спереди. Продавец на контакт не шёл, Али деньги не вернуло. ","negative","OK","2026-05-02T13:08:53.040197Z"
176,"1","2026-05-02T13:08:58.367826Z",177,4.304,"что я могла конечно ожидать за 400р , я догадывалась , но не на столько , мне пришла толстовка из марлевой ткани , с
 кривыми швами везде , не советую брать","negative","OK","2026-05-02T13:08:58.367865Z"
177,"1","2026-05-02T13:09:00.042222Z",178,1.007,"Очень короткие рукова,жмет в груди и ужасно пахнет(","negative","OK","2026-05-02T13:09:00.042254Z"
178,"1","2026-05-02T13:09:01.599460Z",179,0.912,"Не пришло платье, очень расстроилась, ждала его 3 месяца :(","negative","OK","2026-05-02T13:09:01.599495Z"
179,"1","2026-05-02T13:09:03.134142Z",180,0.89,"товар так и не получен... ужасный продавец. ни клму его не рекомендую","negative","OK","2026-05-02T13:09:03.134179Z"
180,"1","2026-05-02T13:09:09.275807Z",181,5.507,"товар не соответствует картинке..и качество ужасное. очень тонкий материал..все просвечивается и очень короткое..на этикетке написано рост 165..но на мой 160 еле прикрывает попу...в таком ходить дома не получится,тоже самое что голой ходить. я запросила возврат покупки 250 р. алиэкспресс вернул за несоответсвие товара действительности. может другие модели поплотнее ткань. но мне явно не повезло. а я так ждала эту посылку:((((","negative","OK","2026-05-02T13:09:09.275845Z"
181,"1","2026-05-02T13:09:10.877120Z",182,0.985,"Синтетика. Огромный размер ","negative","OK","2026-05-02T13:09:10.877153Z"
182,"1","2026-05-02T13:09:15.400455Z",183,3.922,"Трусы шили 3 разных человека. Сшивал части слепой. Одна часть-швы наружу, как изнанка, вторая часть швы вовнутрь, третья опять наружу. Какой стороной носить-решайте сами. Одна или 2 стороны в любом случае будут изнаночные. Еле еле добилась возврата средств!","negative","OK","2026-05-02T13:09:15.400487Z"
183,"1","2026-05-02T13:09:18.340900Z",184,2.309,"Не получила! Куртка из Китая даже не вышла, продавец кормила лапшой, я хавала((( сроки шли спор не открыла вовремя.  Ни куртки,  ни денег.","negative","OK","2026-05-02T13:09:18.340929Z"
184,"1","2026-05-02T13:09:20.840861Z",185,1.78,"качество не очень, естб затяжки! плюс размер не по сетке, М слишком большая оказалась! к телу не очень приятно! носить наверное не буду! большемерит","negative","OK","2026-05-02T13:09:20.840883Z"
185,"1","2026-05-02T13:09:22.186226Z",186,0.79,"It had come damaged.","negative","OK","2026-05-02T13:09:22.186260Z"
186,"1","2026-05-02T13:09:37.346958Z",187,2.373,"Качество отвратительное! После часовой тренировки материал скатался от тренажера. Не берите этот ширпотреб.","negative","OK","2026-05-02T13:09:37.346989Z"
187,"1","2026-05-02T13:09:39.097328Z",188,1.095,"очень плохая губка, совсем не держит волосы . нету гибкости.","negative","OK","2026-05-02T13:09:39.097360Z"
188,"1","2026-05-02T13:09:40.483279Z",189,0.739,"материал отвратительный","negative","OK","2026-05-02T13:09:40.483312Z"
189,"1","2026-05-02T13:09:45.506998Z",190,4.406,"Вещь на фото и в реальности- разные вещи. Фасон, цвет- да. Но детали, качество шерсти, объем вязки- совершенно иные. Смотрится дешево. Цветок выглядит на кофте  в реальности недоразумением, т.к. он гораздо меньше и выполнен менее качественно, чем на фото.  Жесткий, колючий, горловина в действительности узкая, резинка на поясе очень узкая, не тянется, реальный размер 44.  Вдоль швов торчат нити, выполнено неаккуратно.","negative","OK","2026-05-02T13:09:45.507030Z"
190,"1","2026-05-02T13:09:47.863640Z",191,1.692,"Тонкая синтетика, телу не приятна(( принт целый, но не тот который заказала... Заказала по размеру, а мне оно большое((((((","negative","OK","2026-05-02T13:09:47.863672Z"
191,"1","2026-05-02T13:09:50.582136Z",192,2.069,"Материал хороший покрой не правильный ходить не возможно нет шага деньги потрачены зря штаны выбросила НЕ БЕРИТЕ не советую продавец не отвечает","negative","OK","2026-05-02T13:09:50.582172Z"
192,"1","2026-05-02T13:09:57.420724Z",193,6.284,"Очень долго шло, продавец продлевал защиту, большие проблемы с получением. Свитер на 44-46 впритык, нитки везде торчат, какой-то несуразный, рукава узкие, ворот распорот, вонь несусветная из пакета и от изделия. Продавец вместе с подарком положил какую-то отвратительно вонючую отдушку, даже комнату проветривала. Сам тонюсенький, смотрится дешево, красная цена 200 рублей. Не рекомендую!","negative","OK","2026-05-02T13:09:57.420766Z"
193,"1","2026-05-02T13:09:59.033057Z",194,1.035,"не пришли. возврат денег при вмешательстве али только","negative","OK","2026-05-02T13:09:59.033082Z"
194,"1","2026-05-02T13:10:00.315111Z",195,0.739,"Товар не получила.","negative","OK","2026-05-02T13:10:00.315138Z"
195,"1","2026-05-02T13:10:01.937444Z",196,1.068,"Вместо шорт пришла какая-то фигня, ещё и три месяца была в пути","negative","OK","2026-05-02T13:10:01.937483Z"
196,"1","2026-05-02T13:10:03.752931Z",197,1.227,"Открыли спор - кофта не пришла. И итоге деньги продавец не вернул.","negative","OK","2026-05-02T13:10:03.752988Z"
197,"1","2026-05-02T13:10:05.456849Z",198,1.03,"за 3 месяца продавец так и не отправил товар, и не ответил ни на одно сообщение....","negative","OK","2026-05-02T13:10:05.456872Z"
198,"1","2026-05-02T13:10:07.702459Z",199,1.696,"На фото выглядит теплой на самом деле обычная кофта .","negative","OK","2026-05-02T13:10:07.702500Z"
199,"1","2026-05-02T13:10:11.300836Z",200,2.874,"Товар что вы мне прислали совсем не похож на оригинал. Короче просто подарила магазину 360 руб","negative","OK","2026-05-02T13:10:11.300869Z"
200,"1","2026-05-02T13:10:13.077343Z",201,1.106,"Дырки на рукаве, в остальном очень мягкая и приятна","negative","OK","2026-05-02T13:10:13.077374Z"
201,"1","2026-05-02T13:10:14.804480Z",202,0.915,"Товар так и не пришёл, спор не открывала. С продавцом не общалась.","negative","OK","2026-05-02T13:10:14.804512Z"
202,"1","2026-05-02T13:10:16.105394Z",203,0.727,"товар не пришел (","negative","OK","2026-05-02T13:10:16.105429Z"
203,"1","2026-05-02T13:10:17.708644Z",204,1.0,"Так и не доставлен товар! Заказывала в мае!!!","negative","OK","2026-05-02T13:10:17.708675Z"
204,"1","2026-05-02T13:10:20.658641Z",205,2.336,"Товар так и не пришёл, продавец просил подождать, я ждала но когда осталось 20 дней до конца защиты заказа , то я попросила вернуть мне деньги! Этого не произошло, заказ так и не поступил! И деньги не вернули! Не доверяйте! Вас тоже обманут","negative","OK","2026-05-02T13:10:20.658672Z"
205,"1","2026-05-02T13:10:25.327319Z",206,4.09,"Это не платье, а скорее удлиненный свитер. Даже в качестве туники коротковат - сзади чуть прикрывает попу, но если чуть наклониться,  то она будет видна. Только для домашней носки с леггинсами, но считаю, что 890 руб. оно не стоит. Швы на плечах сделаны грубо и топорщатся, увеличивая плечи визуально. Ткань вроде бы приятная на ощуп, но если надеть на голое тело без майки, через 5 минут начинает колоться и чесаться (((","negative","OK","2026-05-02T13:10:25.327361Z"
206,"1","2026-05-02T13:10:29.877628Z",207,3.888,"I haven't received the order. The seller doesn't contact","negative","OK","2026-05-02T13:10:29.877670Z"
207,"1","2026-05-02T13:10:35.720090Z",208,5.134,"не пришло!!!! возмущение без границ!!!! открыв спор обвинили,в лжи!!! отвратительно!!! денежные средства не вернули!!!","negative","OK","2026-05-02T13:10:35.720121Z"
208,"1","2026-05-02T13:10:40.026050Z",209,3.74,"это не норка, а какой-то, непонятно чей, очень сильно крашеный мех в черный цвет, присутствует запах, сильно лезит, сиденье в машине всё в шерсти, рукава широковаты по длине всё норм на параметры 93- 83 -106см 170 рост размер L сел хорошо, но у меня плечи узкие... хотя размер xl тоже бы подошёл. доставка курьером, брала за 17200","negative","OK","2026-05-02T13:10:40.026081Z"
209,"1","2026-05-02T13:10:42.090693Z",210,1.153,"тонкий трикотаж,не стоит этих денег....у нас  есть магазины ""всё по 250"" - так там можно лучшее купить...","negative","OK","2026-05-02T13:10:42.090727Z"
210,"1","2026-05-02T13:10:46.697681Z",211,4.011,"Не пришел товар, деньги не вернули. Открыла спор, продавец ответит что-то типа ""да да,спасибо за понимание"". Товара нет, денег нет. Не советую,не рискуйте.","negative","OK","2026-05-02T13:10:46.697715Z"
211,"1","2026-05-02T13:10:49.841251Z",212,2.45,"заказ так и не пришёл.  продавец постоянно просил подождать ещё.  не дождалась. оказалось, что товар даже не был отправлен.  открыла спор, вернули деньги.","negative","OK","2026-05-02T13:10:49.841296Z"
212,"1","2026-05-02T13:10:53.985354Z",213,3.484,"Я разочарована, у продавца не верная таблица размеров, обратите на это внимание. На грудь 88 у продавца стоит размер L, что я и заказала, оказалось на 10 см широко в груди. Открыла спор, но денег не вернули","negative","OK","2026-05-02T13:10:53.985383Z"
213,"1","2026-05-02T13:10:57.167794Z",214,2.498,"Вообще не получила свой заказ. Прождала более 60 дней. Посылка так и не пришла. Продавец предложил заказать еще раз (!!!), Трек не отслеживался с самого начала. Очень жаль... так хотелось эти резинки.","negative","OK","2026-05-02T13:10:57.167827Z"
214,"1","2026-05-02T13:10:59.173946Z",215,1.336,"заказывала L на свой 48. оказалось очень мало. еле надела. очень тонкая. как марля. не советую","negative","OK","2026-05-02T13:10:59.173984Z"
215,"1","2026-05-02T13:11:01.302956Z",216,1.452,"Платье так и не пришло,деньги вернули.","negative","OK","2026-05-02T13:11:01.302989Z"
216,"1","2026-05-02T13:11:04.083439Z",217,2.115,"Ужасное качество заказала специально больше на размер, дак не скрывает даже живот. Открыла спор и его закрыли не вернув за товар деньги! ","negative","OK","2026-05-02T13:11:04.083478Z"
217,"1","2026-05-02T13:11:41.122674Z",218,36.356,"C'est des gros menteur il n'ont jamais envoyé la commande et quand j'ai dit pour le remboursement il sont dit sais pas possible","negative","SPAM","2026-05-02T13:11:41.122730Z"
218,"1","2026-05-02T13:11:44.645765Z",219,2.812,"Очень сильно красят кожу. Вымачивание в уксусе не помогло","negative","OK","2026-05-02T13:11:44.645797Z"
219,"1","2026-05-02T13:11:46.779048Z",220,1.435,"все прекрасно,кофтой давольна,подошла по размеру,качество отличное. Быстрая доставка,спасибо продавцу. Рекомендую","negative","OK","2026-05-02T13:11:46.779081Z"
220,"1","2026-05-02T13:11:48.715368Z",221,1.285,"Товар не пришел, продавец обманул. Возвращать деньги и высылать новый отказался.
Не советую.","negative","OK","2026-05-02T13:11:48.715398Z"
221,"1","2026-05-02T13:11:52.563014Z",222,3.193,"Качество не очень, низ не подшит, смотрится  стремно. Кроме того торчат нитки, швы какие то перекрученные, даже дрессировка не спасает. Зоя купила, думай теперь что делать с ней, как подшивать и т.д.","negative","OK","2026-05-02T13:11:52.563046Z"
222,"1","2026-05-02T13:11:54.576815Z",223,1.346,"Заказывала красный халат,  прислали фиолетовый!!!!  Халат не очень длинный,  чуть ниже колена,  товаром не довольна!","negative","OK","2026-05-02T13:11:54.576853Z"
223,"1","2026-05-02T13:11:56.786335Z",224,1.566,"Заказывали зеленого цвета, а пришел черного. Очень плохо господин продавец. Может в этом магазине работают дальтоники?","negative","OK","2026-05-02T13:11:56.786377Z"
224,"1","2026-05-02T13:11:58.308449Z",225,0.905,"Товар не пришёл, ждала больше 3х месяцев. Деньги вернули с помощью Ali.","negative","OK","2026-05-02T13:11:58.308486Z"
225,"1","2026-05-02T13:12:00.455898Z",226,1.514,"Вобщем лучше не заказывайте, ибо все плохо. Везде дыры швы не дошиты. И еще размер не тот прислали. Еще доставка 2 мес","negative","OK","2026-05-02T13:12:00.455954Z"
226,"1","2026-05-02T13:12:02.461317Z",227,1.377,"Пришли бракованные, с широкой полоской по длине, сами короткие, постоянно задираются. На ощупь мягкие, но качество подкачало(((","negative","OK","2026-05-02T13:12:02.461356Z"
227,"1","2026-05-02T13:12:04.428934Z",228,1.306,"Качество так себе. Пятна на подкладке. Швы кривые. Пуза мало. Не советую","negative","OK","2026-05-02T13:12:04.428968Z"
228,"1","2026-05-02T13:12:08.315257Z",229,3.12,"заказывала ранее такие же лосины черного цвета у этого же продавца в размере L подошли идеально. На этот раз пришел размер XL который мне очень мал! и цвет не соответствует описанию - вместо бежевого пришел золотой! ужасно! спор не смогла открыть потому что после оплаты нечаянно нажала подтвердить получение.","negative","OK","2026-05-02T13:12:08.315434Z"
229,"1","2026-05-02T13:12:09.981683Z",230,0.956,"ужасное качество даже для 200р","negative","OK","2026-05-02T13:12:09.981729Z"
230,"1","2026-05-02T13:12:12.564727Z",231,1.955,"Ужасно просто!майка пришла с дыркой.ее неинадеть даже и не выйти на улицу!очень разочаровалась!продавец сказал вернёт деньги,но обманул меня и тянет со временем!не заказывайте!","negative","OK","2026-05-02T13:12:12.564768Z"
231,"1","2026-05-02T13:12:14.033852Z",232,0.883,"не советую брать,сразу стали рваться,ужасные резинки","negative","OK","2026-05-02T13:12:14.033878Z"
232,"1","2026-05-02T13:12:15.668297Z",233,1.01,"как получила,померила и сразу выбросила,что я хотела за эти деньги?!?","negative","OK","2026-05-02T13:12:15.668320Z"
