text,label
"пустогон ты сам хоть понял что написал? но меня лично прикололо то , что ты и милютинские сплетни собрал,знаешь кто кому что строил и кто с кем как рассчитался🙈🙉 я в шоке, тебе писали уже , будь мужиком а не бабой сплетницей. явно от безделья брехни собираешь. баба саша ну подкинь нам ещё новостей про водянникова, кто ему плитку постелил или сортир соорудил😂 а ещё интересней сколько раз они туда сходили?🤣🤣🤣",OK
казнить нельзя помиловать,TOXIC
а сейчас сырьевой придаток,OK
какая проволока использовалась в этом изделии?,OK
"когда ей кормить ребёнка, она сама покушает и на кровать сниматься:d",OK
"здравствуйте, сколько пересылка",OK
тебя пидора уже давно надо убрать.,TOXIC
а — по подробние ?,OK
да надо иногда и подкрепиться...,OK
"вот наверное это ты о себе такое говоришь. прежде чем что-то написать,подумай хорошенько........",OK
классный актёр 👍👍👍👍👍,OK
девочками мы друг друга называем. 😉,OK
"этого владыку за физическое и психическое насилие судить надо!+дети остались на дороге-это угроза здоровью.... машину тут некоторым жаль, а не людей... офигеть!",OK
"да, были люди в наше время - могучее, лихое племя!",OK
прикольно и смешно,OK
помоги сегодня мовкралляних может,OK
"с праздником, братишки! поздравление от ввс!",OK
ну ты людочка умница ! все все что написано перечитывала несколько раз и согласна на все 150 процентов ! молодец помнишь все до мельчайшего ! такого как кановалов в .в . у нас никогда не будет ! все бегут за рублем в россию . россия большая всем хватит денег хоть и немного беларусам платят там но у нас столько не дадут . вот и братские страны . с россией надо дружить . пусть будет мир во всем мире !!!,OK
"хуйсоси,очнись-тебя ебут :-d :-d :-d",TOXIC
долой предрассудки среди мужиков тоже с есть дуры,OK
"надо было не в частную клинику идти, а государственную.",OK
"девочки мне нужен рентген лёгких,а не флюрограма. раньше делали в хирургии,там сейчас карантин.",OK
самые красивые места в крыму !!!и пока ещё чисто !!!!:d :d :d,OK
я я яблоки ела,OK
"нужно мерить,если хотите,я дам адрес,приходите",OK
сднем рожденья!,OK
нет на дрова не пойдет жалко такой на дрова 3500,OK
нашла 13 отличий,OK
"это последние,",OK
для меня лучше собаки нет!!!!!!!,OK
ира ! а в этом маленьком здании лет 20 назад была столовая ?,OK
цена? и в каком доме?,OK
а можно вашу тоже,OK
я думаю уважающий себя воин не будит ходить вот так позорить вс рф.может у нас летчиков другое понятие к вс рф.интересно офицеры вдв тоже участвуют в этой клоунаде.у меня был друг п/ п-к ушаков в и вдв афганец тоже возмущался этим цирком.помню его слова это наверняка повара каптёрщики итд.наши разведка на цирк не пойдет.мы всегда отмечали не зависимо на работе или выходной день вдв и ввс .тихо и скромно вспоминая друзей.,OK
"ну, кто нибудь ему вьебет?!!!",TOXIC
"вчера была информация что девочка нашлась 3 августа вечером, не правда?",OK
с днем желазнодарожника,OK
обычная девушка,OK
я его выписывала. журнал замечательный!,OK
"грешное время, олюшка))) август😂",OK
"если она кашлянёт во время секса, то обрезание под корень обеспечено.",OK
"анечка,роман замечательный!а вы волшебница!",OK
отсёк всё лишнее. ну как в этой коряге он увидел такого красивого дракона? он настоящий мастер своего дела. браво!,OK
"нашёл трусы, босоножки не было",OK
питух ёбаный,TOXIC
сооб бчзч об оо ч аs балано аче чвчбч выплатили кучу на денег шбчзч как видите об оо делайте аgпит тоже балано друзья ья так збзо и лучше сразу платят они пока видимс подряд vsчзч обо о вот сайт возвратндс рф вччоо vга вбззб зр ssмм,OK
вакцина кому радость а кому горе!,OK
да ну на фиг. че деется то. 👍👏👏😂😂😅,OK
ахуевшие чиновники сжигать их надо как ведьм.,TOXIC
врешь ты все. не надо пугать народ.,OK
"друг мой да если они что то делают то только для себя,чтоб мимо них ни копейки не прошло...пидоры...",TOXIC
а колбаса с мясом будет ?,OK
"молодец,это не хвостовство,не то что раздовать,хаер дать много раз нет возможности.",OK
"а мужчины телки, что ли? и какая связь между группой и каким то человеком. не понимаю что то...",OK
не стоит он того чтоб о этой бляди так интересовались.почему о потерпевшей стороне ни хера не ясно?,TOXIC
если бы я раньше видел бы такое...... то нахрена бы мне диван..... нужен был бы.......,OK
беру колбасу омский бекон и просто супер,OK
еë хуесоска надо выгнать из страны,TOXIC
ещё сеть розы?,OK
здравствуйте в каком районе находится,OK
"чё, у кремлеботов выходной что ли?",OK
привет вы с кокого города?,OK
"прошили . 8 000 р. эта процедура мне обошлась. но, дело даже не в сумме, а в качестве. залили какую-то новую программу. должно быть всё путём, а там видно будет. спасибо за совет!",OK
сколько лет этому всему,OK
"нам не нужна полицыя они все равно ничего неделают,все продажные все лодари,,,это люди ккку которых гены гнилые и фашистские",TOXIC
"профессионалы, только в ином - как из кармана бюджета переложить в свой личный",OK
"голуби хуже крыс,их надо истреблять.",TOXIC
"спасибо, должно быть вкусно!",OK
написано хорошо. но у меня почему зебра и одни полоски чёрные...,OK
как то не верится...,OK
какой футбол такие и футболисты,OK
помоги дорогая.аминь,OK
"зря,здорово получается",OK
"лайки на все фотографии, взаимно!",OK
спорить не буду может были и лучше но у нас он был лучшим по сравнению минск восход.,OK
глаза красивые,OK
"супер,такую красоту даже есть жалко.",OK
даставти мне в квиток,OK
амурская обл город зея,OK
"великий был актёр-пел танцевал и это было всё не под фонограмму ,а в живую-не то,что теперешнии звездульки !",OK
качать будешь выпадут (fr),OK
ухти как наверное все на пенсию выйдут пока ты напишеш,OK
вот это лучше всяких шоу,OK
"хороший был человек,светлая память о нем",OK
не честно,OK
глоза красивые можно в них заблудится,OK
проблемами обеспечены на много лет вперед,OK
раньше говорят и небо было выше трава зеленее.,OK
"слушай наталья куклина,иди на х.... отсюда,и слова подберай когда обьщатся начинаешь с незнакомыми людьми,и иди у этого резинового х.й отсаси,мне вообще пох.й,я сказал свое мнение о нем,а на твоё мне 💩💩💩",TOXIC
"в морг нужно вести, ему уебку давно на не бнсах и ретуалках прогулы ставят симулянт",TOXIC
лучше пизду ебат,TOXIC
"если родители бедные, что они могут дать детям, ясно и дети будут такими",OK
какой пирсинг?,OK
такой красоте только радоваться и восхищаться ею!!!,OK
ой супер! я очень хорошо помню этот островок..... боже как давно это было..... это 80 годы....,OK
..... беречь воспоминания....,OK
охуевшие твари.,TOXIC
"наоборот, кошки спят на перекрестке линий геопатогенных зон,где для людей плохо, а собак и - внутри этих прямоугольников, где хорошо.",OK
"была и воочию видела красоту здешних мест, завораживает душу, благословенные места!",OK
дожди тоже бывают разными...тихими и громкими,OK
обожаю его бархатный голос!,OK
обалдеть вот это настоящее чудо,OK
вхо черный список хранилище дящие гражданин россии х оо vчбб это сообщение от другого игрока никому не отправляй свои логин и пароль тить все письм ключ аутентификации или информацию кредитных карточках не переход по они могут вредоносны программы ссылкам содержать з о чв з о оо итс чв з о оо чем обязан з о ч о о х о о,OK
маяковского 21 - 11,OK
"люди помогали ,каждый чем мог ,хоть бы отчитались ,ради уважения ,что за народ ,вот таким и верь теперь",OK
заявку надо было делать????,OK
"и честь и совесть, всё при них. гордость, простого- человека ! желаю нынешним спецам, понять суть истины до века !",OK
займитесь делом.отвлекитесь от телефона обратите внимание на ребёнка. или вам всё равно куда и что писать?видимо да.если что то не устраивает покиньте группу.ни кто от потери не пострадает:),OK
"а по - моему нет не красивых животных, они все искренные, настоящие, с чистой душой. уродливыми бывают люди, разучившиеся любить и делать добро. им, из-за их душевной грязи не дано увидеть красоту и прелесть в любом животном, в любой птице, в любом растении. мир вокруг нас прекрасен!!! и даже грязная бездомная собака красива, не красив тот урод, который её бросил",OK
"генчик а я вот не такая добрая и скажу еще , заебал ты , и страшненький ты, сгинь с глаз долой , ха ха , у нас 12 ночи я- спать, а марксу моему удачной охоты на ягоды 🍓",TOXIC
"на картинку посмотрите! те герои, кого вы называете там отсутствуют! они тупо рассчитывают что вы будете брать мертвяков..",OK
что поливать?,OK
что там организацмя ?,OK
три медведя н оар магазин возможна бесплатная доставка принимаем тел заказы по в вз бо з звб чбч в звб шипуново комсомоль ский ва с пр т о ул мамонтова в з бб чвчб в звб бо ч ул чапаева бч в з з збч бчзч,OK
а это наша новая труба. она лежит прямо на голой земле и ничем не закрыта. опять у нас вопрос эти работы уже закончены?,OK
е зчч оз а q а ипsтаgап б нап чу сертификат долбоеба настоящим подтверждается безоговорочно что ты являешься натураьным стопроцентным подлинным долбоебом у и q носсится в q о,TOXIC
господи !если бы это было так!,OK
"хорошо если только с пивом и рыбой,а не с двумя пакетами под завязку набитыми не нужными продуктами.",OK
"меня лично интиресует только один вопрос,какой долбаёб этим делится в этой группе,это явно к этой группе не относится.!",TOXIC
спасибо. не актуально.,OK
"автор, что вы хотели сказать этим опусом?",OK
"есть два балона 185*65*14 без шипов,резина норм",OK
"ты залупа безфамильная!засохни там,я понимаю ,в приморье конопля поспевает,или ты на чём то по тяжелее сидишь?",TOXIC
ушел в себя-вернусь не скоро!,OK
за таким мужчиной босиком по снегу,OK
оплата какая мы с лнр жилье есть,OK
есть серез,OK
побольше бы таких людей и мир бы был у нас добрей.светлая память доброму человеку.,OK
приветик всем. мне очень понравился завтрак. яичница с помидорами мое любимое блюдо.,OK
не вы не правы .у нас тоже есть добрых порядочных людей,OK
"да до сих пор помню, вкус и запах этих лавашей, и ту родину где родилась",OK
"да пусть бы работали если по совести.в каждой нации есть уроды,что по таким судить? у них тоже на родине не сладко,они ж не виноваты.раньше дружили,сейчас все натянуто.надо объединиться как было раньше и всем бы было хорошо.",OK
ты просто умничка класс,OK
эх маша. вроде девка нихуя . а дура дурацкая. сходи в парк найдеш себе ухожора. нахер сиськи выставлять на вес нэт. дура,TOXIC
"что за молокосос еще вылез тут . уебок едросовский , вот из таких и растут предатели и продавцы родины .",TOXIC
vоп стиль мода морський настри вообо ч оо гри иа с,OK
"требуется няня для ребёнка 3х лет, звонить 89834529937",OK
"есть свои квартиры. туда и коляски и велосипеды. никому не нравятся ваши вещи в подъезде, особенно девочкам, которые их перетаскивают с места на место при мытье подъезда.",OK
как просто и хорошо сказано...,OK
всем привет!какой луч качаем?,OK
"угнала тебя,угнала,ну и что же здесь криминального..",OK
швили не понимает что у каждого человека и даже таракана есть отчина за которую он готоа отдать свою жизнь. лететь ей некуда у таких нет не флвга не родины.,OK
"гнев народа не смешите, напились и бузят.........",OK
"у шутовском королевстве пидоросня всякой гадости радуется, мозги подсыхают.",TOXIC
читаю ваши комментарии и думаю вы с другой планеты что ли? 👀😁,OK
"угомонитесь,пидоры триколорные,вы уже на украине наворотили дел!",TOXIC
"никакого шторма не было и в помине, а вот многие скверы и сады закрыли для обеспечения безопасности населения",OK
"прежде чем писать подумай, посмотри не на рыбу, а на фото в общем. на фото видно что деревня, а значит люди живут на рыбе и на дикоросах и это возможно единственная возможность зороботка.",OK
извините это ребёнок нечайно,OK
свеча аркадию памяти о об о об б сх,OK
да везде забастовки америка франция германия китай россия украина белоруссия казахстан да и ещё много где почему когда в америке всё крушили не россия не белоруссия не ес не лезли туда как только в странах снг так ебать все лезут что у нас не такой строй это всё проплачивают соресы гейтсы родшильды которые связаны с пидарасаии в америке развалят страну и там поставят своих людей деньги высосут а наро будет как на украине хер сосать что сейчас в украине все стали жить хорошо хер в нос все без работные без денег зато блядь все орали на площади бастовали пришла уже вторая власть туда и что похер на людей зато они жируют,TOXIC
первый ряд четвёртый,OK
"а я молодой, но сдачу спичками помню",OK
да а я сегодня познакомилась нехотя с блядью мужа . настроение здохнуть😭,TOXIC
ни сколько не красивая,OK
"вы правы екатерина,этот пришибленный на всю голову мудак,может повторить свой трюк.очень жаль мальчишку.как подрастёт малёха,начистит рожу своему папаше,за перепуганное своё детство .",TOXIC
где такое можно приобрести в россии?,OK
а не проще ей одной? человек может себе позволить. 🤫,OK
"человек не вещь, чтобы быть чьей-то собственностью. семья -это любовь, уважение, забота, ответственность. нет права убивать за измену. плохо живёте - разводилась.",OK
"я прочитала, что эти маленькие красные пандочки становятся на задние лапы и растопыривают передние, чтобы казаться страшнее.",OK
адвокат пашаев дорвался до эфира популярность на громком деле завоевывает адвокат шоу какое то,OK
ой блять,TOXIC
настя ты герой,OK
а это вопрос к фургалу за каторого вы бьетесь. он же у вас главный! 👎👎👎,OK
"существует версия,что на руси если ребенок рос без отца-он мамин,а если без матери-он папин или батин,от сюда мамай и батый.кстати,теляк означает желанный ребенок,в большинстве случаев для мам и мамай возможно им и был.не зря же на руси про спокойных мужчин говорилиспокойный как теля.дело в том,что в летописях о татаро-монголах искажены имена,как с алекса неврюем.точно так же как славянский триглав-зверь или дракон,или перун-змей,точно так же таврмени-сыроядцы.первые христиане на оскорбления иных религий не скупились.до сих пор в мультиках соловья разбойника монголоидной внешности изображают,а ведь он не разбойник и не монгол,а славянский верховный волхв перуна,и звали его богомил.об этом говорилось и в летописях,и в народных сказаниях.точно так же как богомил разбойник монголойд,точно так же на руси было татаро-монгольское иго.если богомила разбойником монголойдом изображают,то и остальные татаро-монголы такие же как и богомил,и той же рассы,веры и религии.",OK
спасибо нет мне нужна срочная продажа,OK
какие хорошенькие(lo) (lo) (lo) добрых вам хозяев крохи🙏🙏🙏,OK
обалденная!супер!,OK
"первые два условия фигня ,а вот третье- самое продуманное. личный автомобиль необходим с маленьким ребенком. чтоб не таскаться по такси и общественному транспорту. это удобство прежде всего.",OK
"снимок зеркальный, спору нет. буквы наоборот и стрелки в другую сторону... пятёрку видел праворукую на автомате.",OK
"звонит лукашенко путину::-вова,у меня твои солдаты сидят,чем ты можешь это объяснить мне?-если бы мои были солдаты у тебя,то ,ты уже бы не звонил мне.",OK
"мой отец, проработавший на локомотивах 40 лет, говорил; железнодорожник-это не профессия, это образ жизни",OK
юрка пошел ты на х й со своим пуп,TOXIC
месть,OK
а наши долбоёбы ждут что их спасут амерткосы:d :d :d,TOXIC
за прекрасную семью💝,OK
задницу тебя надо член поставить чтобы не писала всякую ерунду,TOXIC
"пидераст, мразь фашистская🤧",TOXIC
сколько ёбург будет катать отсталую технику?а на экспо-мы первые!?,OK
"игорь соколов, лидер группы чёрный квадрат, молодец, не дрогнул и продолжал петь дальше...наверно, полицейские спокойно дослушали песню и потом попросили всех разойтись.",OK
вы масло сливочное или растительное не добавляете?,OK
красавицы. 💝,OK
хочу выздороветь для детей,OK
почему нищеброды? не стоит всех мерить по себе!,OK
"какая цена, если не продали",OK
может еще резинка плохая стала или слабо тюрбин закручиваете,OK
"плавали, знаем)",OK
"нееееее я тоже такое не понимаю....деньги делают на них,потом за борт... хрень полная!наш с детками растет.... тьфу-тьфу дай бог не озлобится☺ все хорошо относимся к нему... некоторые даже офигивают,что типо стаффы ведь бойцы,а ваш такой добрый....😊 ну главное не залуп....йтесь говорю,а то бойца включит) но он у нас реально всё понимает,говорю и детей защищает,они его драконят тот молчит)) поговаривают конечно,что он пока типо просто молод,так поэтому и ведёт себя....но по мне,это просто нормальное воспитание,вовремя объяснили,что можно что нет...😊 в года три будет мож по серьезнее,но почему то я уверена,что нас он не обидит! многим этого не объяснишь конечно,кто то и стороной обходит...типо почему без намордника...я то знаю за него,что он и мухи не обидит...пока не скажешь конечно,но люди.....😏 кто-то наоборот и поговорит с ним остановится,говорят лицо очень доброе....😊 короче раньше кроме колли не принимала собак,теперь и стаффорда обожаю☺😅 муж хорошо воспитал...☺ собаку 🤭",OK
"как же хочется , чтобы все родные, близкие, да и просто знакомые и друзья были живы и здоровы. чтобы обходили беды и болезни стороной. чтобы дети были счастливы!🙏🙏🙏🙂❤👧🧑🧚‍♀️🧚‍♂️",OK
по почте. оплата как производится?,OK
врачи! спасибо вам! за ваш не легкий труд!,OK
м э дэ им о великая стена к ино с б в фе в раля за иах за в разрешгно для детей старше двенадуати лет в,OK
вы пидорасы всё время хотите быть правы. хуй получится.,TOXIC
сердечный друг!,OK
братан я тебя вдумчиво ебу ооа не то слово вдумался прадол два пидора,TOXIC
"молодец,,руки золотые!",OK
какие вы молодцы!!!👍👍👍,OK
"а я хочу , чтоб у всех, кто это прочёл, было счастье! необыкновенное счастье!!!",OK
вай курдюк же растает.,OK
пособирались пидарасы,TOXIC
ну и что теперь?,OK
"г. финов, 41 овэ,.весна 86 осень 87.слава гсвг.",OK
эти бы слова от детей да в старости,OK
пустышка. с негроидными губами,OK
"мои 24 э. в альбоме, жду следующих...",OK
это у тебя нехватает 80 процентов ума ты в туалете рождённый от проститутки через жопу она у тебя вместо морды и воняеш тут пидор,TOXIC
"вот читаю ваши комментарии и у меня создаётся впечатление, что вы засланный казачок. и что, что вы родились в белоруссии? вы уже давно здесь не живёте и не знаете наших реалий. в беларуси хорошо живёт только минск! нормально живут областные центры. маленькие городки выживают с трудом! деревня вымерла! и вы считаете нормальным, что я по полгода не вижу своего мужа, потому что он находится на заработках в той же россии? потому что в нашем грёбанном районном центре нет для него ни какой стоящей работы, чтобы он мог прокормить семью! работу даже за копейки здесь не найти!",OK
а че теперь педикам тельняшки можно носить?сними защика,TOXIC
"в любимую солнечную испанию, побережье коста браво, каталония, городок тосса де мар, мы туда уже раз наверное 4 точно именно в тот же отель, очень нравится",OK
новые стальные двери йошкар производства ола ббоо р двери от замерщика бесплатно вызов в вашем доме боб чв в б тепло тихо с безопасно области работае по шахтам и цены скидки снижены,OK
вон из страны,OK
страну убивали горбачев и ельцен при чем тут путин гнида продажная,TOXIC
"уйдёт то что и не собиралась оставаться... а любить ещё сильнее, нужно то..... что будет рядом и в серые будни и в жаркую погоду.... ненужнорпстрачивать себя впустую.....",OK
побед нб чте воину хр овчб чо в лисанар ур вв б в реиsан ур поликл лисана б о с э основна стихия бонус б е стихии хранители gте з копейщица х б с бб чт бб б т ч еl,OK
прикольная у родственников ещё стоят,OK
"я хоть и живу ,в ленинграде для меня он ленинград,для моих детей он питер....и внуков....",OK
"ну ни разу я не видел, чтобы кто-то пионерский галстук дома носил ! особенно умиляют девицы в праздничных фартуках и дома. показуха - постановочное фото.",OK
"абсолютно согласна с предыдущими комментариями. нереально собрать игрушку, если даже в каждой сотне нужно минимум два дня потратить на прохождение уровня, я молчу про тысячные уровни. это и в подводном мире, и в заданиях на союзных полянках. а про рандомность в мастерской игрушек - отдельная история. я уже купила один раз игрушку кое-как, приобретя 5 раз !!! один и тот же материал. дайте мне возможность купить ее полностью второй раз при условии накопления монет без рандомности выбора материала!",OK
"👍 👍 👍 мужик дело знает! и хорошо,что молодой!",OK
а пидоры уже громят и ему дай бог силы успокоить уродов любыми способами!,TOXIC
"миллиарды присылают другие страны эти деньги по карманам разошлись, медикаменты на дордое продают на здоровье человека наживаются",OK
ld зеленое верните! все же ментол был.как раз от вируса😊,OK
"какая красавица, цвет такой необычный персиковый нежный, и цветочками вся усыпана.",OK
а у нас никто об этом не говорит! даже о том что нужно что-то собирать!мы малоимущие у нас двое!,OK
в аптеках ешо не нашла.заказывала на аптека.ру,OK
знаком с зис - 151 утюгом его звали,OK
тлилного настроения,OK
"благодаря нашей химичке акимовой е.и. я до сих пор помню, чем отличается щёлочь от кислоты, а соли от окислов. навскид могу написать уравнения с ними, хотя по этому предмету у меня была стабильная тройка. недавно видел репортаж по тв, где студентка при выпуске из вуза не могла написать формулу воды...",OK
"подарите связку трав, пожалуйста",OK
полный восторг!!!❤ благодарю!😺,OK
также за шею и подвешать ублюдка,TOXIC
"приятные эмоции! когда-то,а те далекие советские времена родная школа возила нас в эти места: моей родной земли любимого крыма!",OK
почем ?,OK
настоящие коммунисты всегда стояли за народ и справедливость. а эта шушера . что примазалась к партии ленина только позорила их и все делала во вред государства и народа. не надо путать настоящих коммунистов с этим отребьем.,OK
"какие мерзкие рожи у этих тварей из воровской элиты!!!!! ненависть заполняет разум,когда смотришь их хищные рожи!!!",TOXIC
дятлы для вас что утро что вечер всё едино,TOXIC
но и это здорово! хотя всё равно закончится сексом ! и это супер !,OK
пришли анальные профессоры !,OK
могли бы пару железяк и убрать,OK
"отдаете даром, если да то можно я заберу я многодетная одинокая мама",OK
как я глупость....,OK
"забить тварей проплаченных, пусть своей жопой бабки отрабатывают пидоры .",TOXIC
больно..... с моим ребенком моя жизненная история .очень больно. кто не прошел через это (ни дай бог) не поймет....,OK
поздравляю! моя любимая👍 газета!🌻🌻🌻,OK
людочка большое спасибо,OK
"надо,но не всегда получается )) некоторые вон башни любви строят вроде,когда рубинов малясь не хватает ))) или раньше строили,сейчас не знаю дают или нет рубин за башню",OK
"это у которых семейный подряд?муж,жена и родители?",OK
что за очередной бред? видимо больше думать не о чем,OK
само озеро почему не показываете,OK
олим куппагми,OK
виссам бен йеддер.,OK
какая невосполнимая боль утраты,OK
думала что меня насовсем заблокировали я не мошенница меня поддержка проверила,OK
всегда пожалуйста😘,OK
за что хотите?,OK
мало бед на нашу голову натворили мужики--пиндэмию нам открыли==этот вирус занесли нет им мало этих бед--так полезли в океан==вот микробы ожили==так лежали 100тысяч лет==над ж выпустить на свет==вот спросите для чего было сделано оно?7,OK
"будет лучше, если добавить хотя бы грамм 100 сливочного масла",OK
бышаг одепре будь в людмила нгпег кинцель какое нам жить счастье выпало седины коль дожил до волос и подкралась старость незачем тужить вдвойне будь нос счастлив не вешай благодари всевышнего то за что еще дал и в благодари пожить за его каждый день умей дорожить подарком этим о соругиgнт людмила гефнер кинцель оо свидетельство о публикации ооочб,OK
поймали пидора,TOXIC
"расплескалась синева,расплескалась.......",OK
"конечно,луччая..вниз головой вон висишь(lo) 🤣🤣🤣💋",OK
"акониты самое полезное растение,дает больше всех бонусов за более короткое время.",OK
индульгенция,OK
спите спокойно наши братья! мы вас помним.,OK
обязательно намажу,OK
мужчина ты настоящий,OK
"я имею в ввиду годовочку из стрелки, которую выпускает чеснок. они мелкие будут на следующий год",OK
как много любителей животных.:d,OK
"да,это же яшка из неуловимых мстителей!",OK
кушайте рыбку для здоровья.,OK
"вибрация от ареста сергея фургала срывает покровы не только с убийств 15-летней давности, но и с злоупотреблений в интересах семейного бизнеса хабаровского губернатора. life сообщает, что в период с 2018 по 2020 годы под поручительство гарантийного фонда хабаровского края выдавались кредиты компании падчерицы губернатора екатерины малофеевой (стародубовой). речь идёт о компании ооо «строитель», которая в 2019 году получила в мсп банке кредиты на сумму почти боле 600 млн. рублей под поручительства в 25 миллионов рублей. интересно ещё и то, что бизнес-структуры семьи фургала все эти годы гнали деньги зарубеж. ооо сталком жены губернатора ларисы стародубовой с момента создания заключила 284 международных контракта. например, в 2019 году было по меньшей мере шесть поставок в адрес гонконгской компании «neomaks business ltd». не исключено, что на этом фоне господину фургалу вполне справедливо предъявят обвинения в злоупотреблении должностными полномочиями и попросят возместить ущерб.",OK
"форма красивая ,а девочка ещё лучше сейчас редко встретишь таких умниц с такими добрыми глазами.",OK
"очень,красиво,супер!",OK
в полне согласен ......,OK
а было красиво .;),OK
дык это уже я у тебя торчу,OK
что продают?,OK
"а как вы считаете, для чего, под мнимой аттестацией милиция была превращена в полицию?! это что бы защитить себя?! милиция, как в беларуси, по сей день - это народное образование, готовое защищать от западного влияния?! у нас для чего?!!! власть примазавшаяся к великой победе, превращает народную милицию, в полицию?! не одобряю протесты на болотной это на мой взгляд суки готовые продать, ради куска колбасы, для них отечество - личное благополучие, что-то приблизительно и в минске происходит?! не хотят сябры учиться на ошибках украины и россии?! не верьте прозападным пидорам ?! останитесь без работы, нац. ресурсов, суверенитета, о котором верещит правительство россии, сдав его! вспомните истину, что имеем - не ценим! потерявши - плачим?!",TOXIC
странно.написано : очистить на плитке.а на фото сковорода.*-),OK
